nome;preco;genero;loja;adulta;cultivo;clima;luminosidade;umidade
Cattleya Dominiana Coerulea;R$ 54,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Suzukis Red Flare;R$ 54,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
"Lc. Mini Purple ""Blue Pacific"" no cachepot";R$ 80,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Labiata x Hoff. Bradei;R$ 45,00;cattleya;2;AD;"Cultivo: Fácil, aceita bem ser plantada com diversos tipos de substrato em vasos de barro, vasos plásticos ou caixetas; em locais com alta luminosidade, bom arejamento e muita luz, evitando-se sol direto e encharcamento do substrato.";;;
Epicattleya Rene Marques;R$ 34,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Dendrobium Purpureum Album;R$ 27,00;cattleya;2;MUDA;Cultivo: fácil, planta que gosta de bastante umidade e luz (mais que 50%).;;;
Blc. George Suzuki;R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Forbesii x Cattleya Tigrina;R$ 19,90;cattleya;2;MUDA;;;;
Blc. Turandot 'Guaxupe';R$ 17,00;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Forbesii;R$ 19,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Skinneri Alba;R$ 24,00;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Laelia Purpurata Semi Alba;R$ 19,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
"Blc. Edisto ""New Berry"" x Blc. Chunyeah 17";R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Hawaiian Galaxy x Blc. Waianae Leopard;R$ 49,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Lc. Beatriz Kunning;R$ 14,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Lc. Orglade's Grand;R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Nobiles Bruno Bruno;R$ 14,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
"Blc. Drumbeat ""Triumph"" x Blc. Amy Wakasugi";R$ 49,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Laelia Purpurata Mista;R$ 40,00;cattleya;2;AD;Cultivo: fácil, espécie super resistente que gosta de clima quente e bastante luz;clima quente e bastante luz;;
Cattleya Bowringiana Coerulea;R$ 20,00;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Caulaelia Orchidglade;R$ 22,00;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;
Blc. Chia Lin 'New City' x Blc. Goldenzelle 'Lemon Chiffon';R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
"Rlc. Chief Journey ""First Choice""";R$ 49,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Delta King 'Tangerglow';R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Lc. Suzuki's Red Star- Tamanho 3;R$ 14,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Joao Paulo Fontes;R$ 14,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Laelia Purpurata Carnea;R$ 19,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Epicattleya Rene Marques;R$ 14,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Waianae Leopard 'Ching Hua' x C. Gutata;R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
"C. Marie Haga ""Itapeti""";R$ 39,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Rlc. Village Chief Armani;R$ 44,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Slc. Coral Gem 'Stephanie';R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Pot. Shin Shiang Diamond 'Tai Young';R$ 34,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Mirian Suzuki 'Red Giant';R$ 54,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Gisele 'Bundchen';R$ 49,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Nobile's Bruno Bruno;R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Chunyeah x Blc. Haw Yuan Gold;R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Walkeriana S/A Perfect Blush;R$ 300,00;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Lc. Stephen Oliver 'Fouraker';R$ 44,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Hadrolaelia;R$ 39,90;cattleya;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Tiago Suzuki 'Sun Light';R$ 54,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Rodrigo Suzuki 'Round';R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Leopoldii 'Dark Princess';R$ 20,00;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;
C. Chocolate Drop x C. Aurantiaca;R$ 21,00;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Brassavola Tuberculata x Cattleya Harrisoniana;R$ 21,00;cattleya;2;MUDA;Cultivo: fácil. A influência da Brassavola tuberculata torna seu cultivo muito facilitado. Pode ser plantada com diversos tipos de substrato em vasos de barro, vasos plásticos, caixetas, ou até mesmo em troncos de madeira rígida, cuidando para se ter bom arejamento, alta luminosidade e evitando-se encharcamento do substrato.;;e evitando;
Cattleya Walkeriana S/A Tokio n1;R$ 250,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Schilleriana x Brassavola Tuberculata;R$ 23,00;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
"(Blc. Haw Yuan Moon x Blc. Nobile's Bruno Bruno) ""Flame""";R$ 34,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Lc. Suzuki's Triumph x Blc. Tubtin Sayan 'Kultana';R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Mirian Suzuki;R$ 54,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Nobile's Tropical Sunset Kinriu;R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Potin. Haw Yuan Glory 'Golden Angel' x Lc. Penny Kuroda 'spots';R$ 36,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Durigan Poseidon;R$ 49,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Lina Costa;R$ 49,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Suzuki's Red Flare;R$ 54,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Mirian Suzuki;R$ 54,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Mirian Suzuki;R$ 54,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Forbesii x Cattleya Intermedia;R$ 19,90;cattleya;2;MUDA;;;;
Pot. Shinfong Honey;R$ 45,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;
Blc. Toshie Aoki Pizzaz x Blc. Ademar Manarine;R$ 54,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Waianae Leopard x C. Aclandiae;R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Laelia Purpurata Anelata x Semi Alba;R$ 19,90;cattleya;2;MUDA;Cultivo: fácil, espécie super resistente que gosta de clima quente e bastante luz;clima quente e bastante luz;;
Laelia Purpurata Russeliana Suavissima;R$ 21,00;cattleya;2;MUDA;Cultivo: fácil, espécie super resistente que gosta de clima quente e bastante luz;clima quente e bastante luz;;
Slc. Naomi Kerns 'Fireball';R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
C. Percivaliana Carla Porto;R$ 249,90;cattleya;2;AD;;Clima: Tropical  ;;Umidade no Ambiente: Média
C. Percivaliana Thiago;R$ 249,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Mirian Suzuki 'Vivacious';R$ 54,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Lc. Tiago Suzuki 'Sunlight' x Lc. Lisa Ann;R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Toshie Aoki x Slc. Wendys Valentine;R$ 36,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Lc. Suzukis Red Star;R$ 36,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Rlc. Village Chief Armani;R$ 14,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Chia Lin 'New City';R$ 14,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Epc. Siam Jade;R$ 14,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Chunyeah 17 x Blc. Toshie Aoki 'Robin';R$ 44,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Durigan Iris;R$ 49,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Suzuki's Red Flare;R$ 55,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Rodrigo Suzuki;R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Rodrigo Suzuki 'Pink Lip';R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Memoria Crispin Rosales;R$ 44,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Walkeriana Fantasia 'George Suzuki';R$ 79,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Pot. William Farrel 'Pastel Parade';R$ 40,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc.(Rodrigo Suzuki x Yoshico Suzuki) 'Orange Glow';R$ 65,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc.(Exotic Dream x Chia Lin);R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc.;R$ 44,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Irene Finny 'Spring Bounty';R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Durigan Aphrodite;R$ 49,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Lc. Tropical Trick;R$ 34,00;cattleya;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Pumpkin Festival;R$ 44,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;
Blc. Suzuki's Colossus 'Red Wine';R$ 44,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;
Epc. Siam Jade;R$ 34,00;cattleya;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;
Blc. Ines Alvares Moscovo;R$ 40,00;cattleya;2;AD;;;;
Blc. Exotic Dream x Blc. Chia Lin;R$ 49,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Durigan 'Big Spots';R$ 25,00;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Astreae;R$ 40,00;cattleya;2;NBS;Cultivo: fácil, gosta de clima quente e bastante luz, podendo pegar períodos curtos de sol. A umidade pode ser mediana, sem excessos de seca ou rega.;;;
Laelia Purpurata Estriata;R$ 39,90;cattleya;2;NBS;Cultivo: fácil, espécie super resistente que gosta de clima quente e bastante luz;clima quente e bastante luz;;
Bc. Litoralis;R$ 39,90;cattleya;2;AD;Cultivo: fácil.;;;
Cattleya Tigrina x Cattleya Chocolate Drop;R$ 19,90;cattleya;2;MUDA;;;;
Blc. Waikiki Gold x C. Tropical Pointer;R$ 39,90;cattleya;2;AD;;;;
Cattleya Walkeriana S/A Flamea Tokutsu;R$ 250,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Jenmanii Semi Alba;R$ 30,00;cattleya;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc.(Oconee Mendenhall x Chunyeah 17);R$ 40,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Hoff. Rupestris x Cat. Loddigesii Aquini Alba;R$ 45,00;cattleya;2;NBS;;Clima: Tropical;Sombreamento: 50 a 70%;
Blc. Durigan Cruzeiro do Sul;R$ 49,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Lc. Chyong Guu Swan 'Ruby Lip';R$ 55,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;
Blc. Nobile's Tropical Sunset;R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Waianae Leopard 'Ching Hua' x Lc. Penny Kuroda;R$ 50,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Durigan Aquarius;R$ 65,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Bactia;R$ 54,90;cattleya;2;AD;;;;
"C. Mini Purple ""Gekko"" na Placa";R$ 80,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Tangerine Pokai;R$ 14,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Laelia Purpurata Carnea;R$ 19,90;cattleya;2;AD;Cultivo: fácil, espécie super resistente que gosta de clima quente e bastante luz;clima quente e bastante luz;;
Blc. Durigan Gemini;R$ 65,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Durigan Aphrodite;R$ 49,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;
Cattleya Schilleriana;R$ 30,00;cattleya;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Pao de Acucar;R$ 54,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Haw Yuan Moon x Blc. Toshie Aoki 'Pizzaz';R$ 54,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Whitei Coerulea;R$ 54,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Durigan;R$ 65,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Tajima's Satisfaction;R$ 65,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Pot. Haw Yuan Glory 'Golden Angel' x Slc. Golden Acclaim;R$ 36,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Lc. Santa Barbara Sunset;R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Lc. Aloha Case 'Ching Hua';R$ 50,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Amethystoglossa Tipo;R$ 19,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Memoria Mary Anderson 'Scarlet Beauty';R$ 44,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Brassocattleya Litoralis;R$ 50,00;cattleya;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Durigan Crater;R$ 25,00;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Laelia Lundii na placa;R$ 39,90;cattleya;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;
Sophronitis Wittigiana Rosea;R$ 40,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Lc. Tropical Pointer 'Cheetah';R$ 14,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Leopoldii Dark Princess;R$ 20,00;cattleya;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;
(Slc. Wendy's Valentine x Lc. Festival de Ouro) x C.Aurantiaca;R$ 14,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Sophronitis Mantiquerae;R$ 36,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Lc. Mary Elizabeth Bohn 'Royal Flare';R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Toshie Aoki Robin;R$ 44,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
"Lc. Tropical Pointer ""Cheetah""";R$ 34,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Schilleriana Coerulea;R$ 54,90;cattleya;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Epc. Volcano's Trick 'Fireball';R$ 14,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
"Stanhophea Tigrina ""Caliman"" x self";R$ 19,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Rlc. Village Chief North;R$ 44,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
(Blc. Durigan x C. Granulosa) x Cattleya Loddigesii;R$ 65,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Laelia Purpurata Roxo Violeta;R$ 19,90;cattleya;2;MUDA;Cultivo: fácil, espécie super resistente que gosta de clima quente e bastante luz;clima quente e bastante luz;;
Laelia Purpurata Werkhauseri;R$ 19,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;
Lc. Tropical Trick;R$ 34,00;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Laelia Purpurata Vinicolor;R$ 19,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
"Blc. Mirian Suzuki ""Rotunda""";R$ 54,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Durigan Poseidon;R$ 49,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;
Sophronitis Cernua na Placa;R$ 36,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Lc. Penny kuroda 'Spots' X C. Gutata;R$ 50,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Granulosa;R$ 19,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Bicolor;R$ 19,90;cattleya;2;MUDA;Cultivo: fácil, gosta de clima quente e bastante luz, podendo pegar períodos curtos de sol.;;;
Poti. Haw Yuan Glory 'Golden Angel' x Lc. Penny Kuroda 'Spots';R$ 36,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Laelia Pulcherrima;R$ 42,00;cattleya;2;AD;Cultivo: fácil, espécie super resistente que gosta de clima quente e bastante luz;clima quente e bastante luz;;
Blc. Chyong Guu Chaffinch x Slc. Camila Suzuki;R$ 55,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Laelia Tenebrosa;R$ 19,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Irene Finny 'Spring Bounty';R$ 39,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Old White;R$ 19,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Slc. Camila Suzuki;R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Durigan Netuno;R$ 65,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Cruzeiro do Sul;R$ 49,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
(Slc. Wendy's Valentine x Lc. Festival de Ouro) x C.Aurantiaca;R$ 36,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
"Blc. Rodrigo Suzuki ""Twisted""";R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Slc. Cherry Bee no Leque;R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Walkeriana S/A Flamea Tokutsu;R$ 250,00;cattleya;2;;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Laelia Purpurata Sanguinea;R$ 19,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Walkeriana S/A Tokio N 1;R$ 250,00;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Salmon Tak;R$ 65,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Waianae Leopard x C. Aclandiae;R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Eve Marie Barnett x Lc. Penny Kuroda 'Spot's';R$ 44,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Samba Lemon Drop 'Chocolate';R$ 65,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Durigan Crater;R$ 65,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Nobile's Tropical Sunset 'Carnal';R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
C. Walkeriana 'Dona Leda' x C. Walkeriana Semi Alba;R$ 30,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Epc. Mae Bly 'Ching Hua Splash' AM / AOS;R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Chunyeah Yellow Swallow  Tamanho 3;R$ 39,90;cattleya;2;;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Sophronitis Rio Grandense;R$ 36,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
C. Loddigesii x Blc. Nobile's Tropical Sunset;R$ 39,90;cattleya;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
"Lc. Mini Purple ""Gekko""";R$ 80,00;cattleya;2;;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Waianae Leopard x Blc. Hawaiian Galaxy;R$ 49,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
"Lc. Nobile's Ornament ""Acapulco""";R$ 14,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Forbesii;R$ 19,90;cattleya;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Cattleya Walkeriana Feiticeira;R$ 40,00;cattleya;2;NBS;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Catarina Hong 'Red Flare';R$ 54,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Chunyeah Tzenwen;R$ 39,90;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
"Lc. Remo Prada ""Crown""";R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Pot. William Farrel 'Pastel Parade';R$ 40,00;cattleya;2;MUDA;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Blc. Rodrigo Suzuki x Lc. Penny Kuroda 'Spots';R$ 39,90;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
Sophronitis Coccinea;R$ 36,00;cattleya;2;AD;;Clima: Tropical  ;Sombreamento: 70%;Umidade no Ambiente: Média
